0,1,2,3,4,5,6,7,8,9,10,11,12
95406_at,9.330709750435151,9.26561124130364,9.63567637396066,9.69755875001038,9.63328702521613,9.198239356787369,9.975079431073778,9.73399741390366,9.8042005467285,9.61131360660877,9.600755706171599,9.3541383042251
100877_at,8.89022349361506,8.915962149365571,9.22271026832695,8.937822724506661,8.82766497468303,9.160321342539461,8.69682320307188,8.83817153565215,8.63432029940874,8.56165890814083,8.85303396264573,8.700284622554321
161136_r_at,6.850459328814219,7.5023432385935696,7.142092224546841,7.33024061020324,7.84455089609581,7.07757700754354,7.465668618992519,7.59725993293561,6.83415031910783,7.21391113422948,7.37777509928128,6.97069061935159
99624_at,8.13916863789837,7.693558316183551,7.49733218482847,7.616370672550679,7.906265873551309,7.7953540332039495,7.443822629562219,7.40700127528721,7.22148988165329,7.5603794726674005,7.641271161639921,7.2672094007710495
101037_at,7.369786101386549,7.29412513497852,7.37278325791901,7.567488426086321,7.4131983623627695,7.426913431768909,7.52235725695025,7.225340347505361,7.41503996726709,7.39182615431389,7.23776857430072,7.4642900607275795
104160_at,7.65944926571963,7.39630733089764,7.3024408884259495,7.638627685535281,7.44609238532528,7.437822390655509,7.83365393772606,7.474403905715799,7.48917606718798,7.39562528534555,7.200535937711541,7.36532331369282
93100_at,11.163588305966101,7.098127044022889,7.14632598565645,6.98789819751628,7.10070981917538,7.07291935973055,6.990674225514651,6.898515244723249,7.03135886000646,6.62732026231896,6.62028567904569,6.6664213287534
101578_f_at,8.17054367230286,7.892271964493509,8.102852560616041,7.99962102024925,8.279161433345669,8.34767208297447,7.9153001736537805,7.968467091536749,8.46968565709961,7.90497932686442,8.13351648066746,8.282863256178219
96573_at,12.005507137248099,11.5962416031303,11.584374085453401,11.4591697271075,11.262655258585,11.322451560281301,11.4596359345374,11.057985730808802,11.0272836261249,11.4405305946381,11.131933077811698,11.378134757425899
104578_f_at,10.4547201320945,9.77771794324566,9.75830202338962,10.2634020868056,9.93761298960865,9.89189894318409,10.1381308735279,10.100221609563699,9.825480108675189,10.0958664923164,10.1613657293638,9.96710637939675
96343_at,9.136776008385711,8.98948339093433,9.13168832129315,9.10813977556565,9.09525799528775,9.293402425598199,8.92157899143575,9.009404889836631,8.999394290865471,8.91660249022848,9.00952875845059,9.164391998809538
160407_at,6.2269140725866405,6.3742995076965,6.037750910772929,6.3036138411433695,6.24164132888942,6.44594249185874,6.512749022000349,6.07002818903274,6.6119852554042104,6.396549419667981,6.1931939617075,6.447359874771099
104168_at,7.882994972986059,7.8262134858387995,8.05636425009182,7.237456130008639,7.84455089609581,8.06062611615862,7.51539180231997,7.933596785018571,8.09774343652025,7.613542559350099,7.79072394176327,8.07587112867852
97904_at,10.1973041724594,10.004966035849801,10.063221156728599,10.2017401295846,10.030913259218698,10.1138901286523,10.0903006358441,10.0787243558964,10.0682428696018,10.191300305713499,10.0862386657829,10.1582468175429
96738_at,8.22535456566547,7.99606227530877,7.94897476870275,7.9773394800026605,8.03436707024416,8.29465096624252,7.79678654021113,7.73960141347935,7.873563903989099,7.7797497737758,7.95126112927467,8.294864967513009
160606_r_at,6.527576618851861,5.915571365046951,5.7896979019593005,3.8569730353077696,4.83279484292316,5.0529240447488,4.91716672091258,4.90756723829905,4.66628945844718,4.19094496601846,4.70990992575784,4.44554122349399
160134_at,7.1565324917147395,7.09345424556005,7.02281519590397,6.8958608511038495,6.89901652435305,6.97646202325963,7.1475691645988295,6.85658148962342,7.1184736476365105,6.859608964988579,6.84066045245095,6.94044949163908
93540_at,9.41434101990349,10.2201206353856,9.599850302811971,9.9183008286755,9.92015884238416,9.37607323401479,9.884051997035261,10.1175246517555,9.48421636229547,9.948477296589688,10.0570258073068,9.33295366470994
99038_at,9.549359440214198,9.583953487229769,9.64468264651405,9.14525663583207,8.966397626833619,9.0318183117337,9.46319925610749,9.29297304175364,9.634124419751279,9.29575151898282,9.23699487621884,9.35509389039433
100411_at,3.3838345257591405,3.4833693148096603,3.07215505595154,3.40156432646048,3.4046906441695697,3.45838708797118,3.4823941768893,3.2489871723064603,3.3167719466379797,3.53874128345739,3.43156826187876,3.39436612175327
93468_at,6.850459328814219,7.06986049714706,6.78829027241508,6.722134379825151,7.07757044925712,7.21919728299057,7.169920087391111,7.1664900012865695,7.08698741150315,7.14335905190174,6.993603053393071,7.135480868535041
97217_at,8.41194608342533,8.374818347473019,8.53291905047438,8.83142496482669,8.692551421710451,8.82854813467248,8.49208672080487,8.431750954830509,8.474908077103091,8.78084880113729,8.65929394609633,8.61987781291243
160255_at,8.63227140650125,7.584561834355941,7.43640135428748,7.56416995860618,7.76277346407589,8.959222170160038,7.12943571477005,7.41785538912997,7.140550393694559,7.2521311711861305,7.532276858899371,7.3462270780528
96801_at,8.51820339020996,8.440685348616919,8.08531890540721,8.42430099845959,8.29930418321836,8.43010769643533,8.943800002160199,8.764968324179469,8.88112096900635,8.27861693628721,8.22905860800196,8.18092222909258
95022_at,9.13889254393475,9.14095274807538,9.35022285091958,9.14303410854489,9.37314535241792,9.64911652845749,9.0294118575263,9.273186103486301,9.11429044143186,9.285550299025811,9.198693347928891,9.247020789339661
100067_at,9.610121309225619,9.376508427832839,9.35297300765681,8.76793739930872,8.54852171119568,8.80205667922835,9.6741384407829,9.45718195656543,9.34189237225381,9.00007467414358,9.05659322376093,8.80749534817732
100970_at,7.917925071045509,7.3263435533434995,7.2794955598475095,7.42109003401246,7.360490903448781,7.45224052809418,7.447486677577221,7.32095694041237,7.36716077926149,7.41072254822062,7.36287311388839,7.29137241835105
94290_at,7.9326400422719505,7.61748320200693,7.439854762998119,7.21647095659911,7.34894149039501,7.223406488552659,7.2307209996194395,7.5585494118064,7.166604146129139,7.187856744389499,7.22957729779436,7.02453812114753
104407_at,4.73086243605625,3.6453760486362303,3.20797501768178,3.34080407979278,3.2804953470317204,3.5144258507745896,3.4823941768893,3.31240545070637,3.4918460649747995,3.36360951467064,3.24910966082422,3.2038343239585
160090_f_at,11.101456065722301,10.5734029941735,10.572478982199401,11.1563890781984,11.3765287194386,11.181909662109199,11.0975351590691,11.406595331892,11.0213469086731,11.5945265446425,11.5028868930008,11.080864171857801
101377_at,5.4151416519039905,5.39907665159389,5.2276123490209,5.57325338445467,5.284686771089111,5.6737170950097795,5.582682020303331,5.57078316907555,5.71121458936792,5.64813126110079,5.300729006775571,5.4419648226291395
95100_at,10.178907813353199,10.3888398085615,10.1062362061271,10.1578338933502,10.3054215049171,10.2536978463625,10.4208461047342,10.3768320354415,10.2533639505289,10.482718774076,10.4426523679396,10.3583148900344
104683_at,7.7755475978131,7.93468823961338,7.86669221963279,8.29814562611617,7.95532894881032,8.33216424939675,8.06829682868116,7.8016924292399095,8.2718621393173,7.93922146928775,7.897986572810679,8.25855609064286
96891_at,10.6653979145555,10.6990651839844,10.6200604831393,10.731515827774802,10.4832232289848,10.5025796935665,10.8379505103117,10.836905842639199,10.9677140351904,10.7125391427307,10.777872786903801,10.887692896308902
93037_i_at,8.983861979671211,6.211334040556659,6.49487704126122,3.94124793194915,3.9443843030691297,4.66443205787071,5.5004109100178304,5.06315441800246,5.15691211558417,4.638463199289419,4.27313890322779,4.5823951516340395
100569_at,10.6723555087211,8.76986399628826,8.95349997181451,8.40216902816309,8.199946670593599,8.938888722087821,8.5848364351273,8.41379005722278,7.78943401213743,8.68785981895643,8.65929394609633,7.720074289884581
101393_at,8.334649456362929,5.48721336762886,5.70037982859267,5.390474218381191,5.14919768736167,7.34041932816303,5.09588812847487,4.94806515281814,4.760537050705019,4.99964377626216,4.77889375894219,4.73113354370628
